id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,mths_since_last_major_derog,acc_now_delinq,tot_cur_bal,acc_open_past_24mths,avg_cur_bal,bc_util,chargeoff_within_12_mths,delinq_amnt,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,num_actv_bc_tl,num_bc_tl,num_il_tl,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens
65865438,10625,10625,10625, 36 months,13.67%,361.44,Gm,8 years,MORTGAGE,56000,Verified,15-Dec,Current,small_business,460xx,IN,22.67,2,Nov-96,705,709,0,12,NA,17,0,11805,32%,39,16-Feb,361.44,16-Mar,16-Feb,NA,0,132293,4,8820,51.4,0,0,1,20,12,20,5,17,6,0,0,0,2,28.6,0,0
65976336,10200,10200,10200, 36 months,10.64%,332.2,"Vice President, Sales",10+ years,MORTGAGE,230000,Source Verified,15-Dec,Current,small_business,208xx,MD,6.74,0,Mar-99,675,679,0,25,NA,8,0,21223,72.70%,17,16-Feb,332.2,16-Mar,16-Feb,NA,0,420242,3,52530,97.6,0,0,4,123,NA,12,2,2,5,0,0,0,1,100,0,0
66121783,11400,11400,11400, 60 months,16.99%,283.26,owner,10+ years,OWN,102000,Not Verified,15-Dec,Current,small_business,074xx,NJ,7.14,0,3-Apr,660,664,0,NA,84,8,1,5437,63.20%,13,16-Feb,283.26,16-Mar,16-Feb,NA,0,287549,2,41078,94.9,0,0,3,27,NA,8,3,5,3,0,0,0,2,100,1,0
65926775,10000,10000,10000, 36 months,16.99%,356.48,Owner/Operator ,8 years,MORTGAGE,75000,Source Verified,15-Dec,Current,small_business,032xx,NH,22.66,0,5-Jan,665,669,1,NA,98,5,1,4152,66%,15,16-Feb,356.48,16-Mar,16-Feb,63,0,36527,4,7305,65,0,0,0,12,NA,2,2,2,11,NA,0,0,3,50,1,0
66096943,10000,10000,10000, 36 months,14.48%,344.12,president,4 years,RENT,75000,Verified,15-Dec,Current,small_business,600xx,IL,30.02,0,2-Nov,690,694,2,53,NA,12,0,22182,89.10%,25,16-Feb,344.12,16-Mar,16-Feb,NA,0,63682,3,5307,96.4,0,0,0,1,NA,1,5,8,13,0,0,0,3,80,0,0
65874740,15000,15000,15000, 36 months,12.59%,502.46,General Manager,3 years,MORTGAGE,90000,Source Verified,15-Dec,Current,small_business,334xx,FL,16.19,0,1-Jul,720,724,1,32,NA,11,0,22348,33.30%,12,16-Feb,502.46,16-Mar,16-Feb,NA,0,36996,6,3363,36,0,0,0,3,32,4,4,8,1,0,0,0,4,0,0,0
65877335,6500,6500,6500, 36 months,16.55%,230.29,Occupational Therapist,10+ years,MORTGAGE,75000,Verified,15-Dec,Current,small_business,330xx,FL,12.52,0,Aug-95,720,724,0,78,NA,18,0,61681,39.70%,29,16-Feb,230.29,16-Mar,16-Feb,79,0,427853,10,23770,41,0,0,10,13,NA,14,9,14,1,0,0,0,1,27.3,0,0
65946785,5000,5000,5000, 36 months,11.99%,166.05,President,5 years,RENT,120000,Not Verified,15-Dec,Current,small_business,770xx,TX,7.66,1,Mar-93,695,699,1,16,NA,8,0,5407,65.10%,17,16-Feb,169.3,16-Mar,16-Feb,25,0,6409,2,916,82.3,0,0,1,4,16,4,2,4,5,0,0,0,2,50,0,0
65976888,1400,1400,1400, 36 months,13.67%,47.63,Owner/Provider,10+ years,MORTGAGE,45000,Not Verified,15-Dec,Current,small_business,212xx,MD,15.97,0,2-Jun,690,694,0,NA,NA,10,0,18057,45.90%,13,16-Feb,47.63,16-Mar,16-Feb,NA,0,20243,2,2024,49.6,0,0,1,13,NA,NA,6,7,1,0,0,0,1,33.3,0,0
66047080,20000,20000,20000, 36 months,13.18%,675.62,Key Account Manager,1 year,RENT,100000,Verified,15-Dec,Current,small_business,073xx,NJ,1.76,0,5-Sep,740,744,0,NA,NA,7,0,7320,24.40%,10,16-Feb,675.62,16-Mar,16-Feb,NA,0,7320,4,1046,24.4,0,0,0,1,NA,9,5,10,0,0,0,0,3,0,0,0
66075309,20000,20000,20000, 36 months,14.48%,688.23,Delivery Specialist,4 years,RENT,120000,Source Verified,15-Dec,Current,small_business,080xx,NJ,9.14,0,3-May,675,679,3,61,NA,6,0,8858,44.10%,15,16-Feb,688.23,16-Mar,16-Feb,61,0,31335,4,5223,52.5,0,0,0,2,NA,0,3,7,4,0,0,0,2,0,0,0
66094813,5000,5000,5000, 36 months,11.99%,166.05,BUSINESS ANALYST,3 years,MORTGAGE,108500,Verified,15-Dec,Current,small_business,762xx,TX,17.33,0,Oct-91,660,664,0,60,64,10,1,8400,58.70%,36,16-Feb,166.05,16-Mar,16-Feb,NA,0,55128,8,5513,69.6,0,0,3,3,NA,6,3,9,20,0,0,0,4,66.7,1,0
66046770,18000,18000,18000, 36 months,9.76%,578.79,Branch Chief ,10+ years,MORTGAGE,130000,Verified,15-Dec,Current,small_business,329xx,FL,9.61,1,Jun-99,730,734,4,21,NA,17,0,20630,25%,50,16-Feb,578.79,16-Mar,16-Feb,NA,0,112146,8,8010,28,0,0,3,1,NA,0,9,16,15,NA,0,0,4,12.5,0,0
65936295,27325,27325,27325, 36 months,16.55%,968.11,Owner,10+ years,MORTGAGE,100000,Not Verified,15-Dec,Current,small_business,559xx,MN,11.65,0,Aug-83,680,684,0,38,NA,8,0,7021,87.80%,25,16-Feb,968.11,16-Mar,16-Feb,65,0,345491,1,43186,91.4,0,0,4,24,65,12,2,10,6,0,0,0,0,100,0,0
66096358,7500,7500,7500, 36 months,11.99%,249.08,plant manager ,10+ years,MORTGAGE,180000,Not Verified,15-Nov,Current,small_business,085xx,NJ,19.37,0,Nov-86,725,729,1,65,NA,12,0,2057,32.70%,29,16-Feb,249.08,16-Mar,16-Feb,65,0,621664,4,51805,32.7,0,0,7,50,65,4,2,5,16,0,0,0,2,0,0,0
66106138,13050,13050,13050, 36 months,11.22%,428.61,Director of Operations,10+ years,MORTGAGE,96000,Verified,15-Dec,Current,small_business,950xx,CA,6.81,2,Jul-96,670,674,1,NA,NA,5,0,2050,26%,19,16-Feb,428.61,16-Mar,16-Feb,10,0,370154,2,74030,82,0,0,3,4,NA,4,1,7,1,NA,0,2,1,100,0,0
65946213,25000,25000,25000, 60 months,18.20%,637.56,Owner,8 years,OWN,65000,Not Verified,15-Dec,Current,small_business,917xx,CA,30.58,0,Jun-98,725,729,3,NA,NA,19,0,25791,48.40%,28,16-Feb,637.56,16-Mar,16-Feb,NA,0,41403,6,2300,56.7,0,0,0,10,NA,0,7,10,6,0,0,0,4,33.3,0,0
65945816,15000,15000,15000, 36 months,11.22%,492.65,Opperator,10+ years,MORTGAGE,90000,Source Verified,15-Dec,Current,small_business,982xx,WA,9,1,3-Mar,715,719,1,19,NA,11,0,7910,27.80%,32,16-Feb,492.65,16-Mar,16-Feb,19,0,239261,5,21751,0.1,0,0,7,9,NA,4,1,8,9,0,0,1,4,0,0,0
66066039,7000,7000,7000, 36 months,18.20%,253.77,Educator,10+ years,MORTGAGE,90000,Verified,15-Dec,Current,small_business,917xx,CA,17.73,0,Aug-78,695,699,1,28,NA,10,0,14392,53.10%,20,16-Feb,253.77,16-Mar,16-Feb,28,0,541724,6,60192,54.7,0,0,2,3,28,3,3,5,5,0,0,0,3,50,0,0
66005972,32000,32000,31925, 60 months,18.49%,821.15,Sales ,6 years,RENT,80000,Verified,15-Dec,Current,small_business,850xx,AZ,34.68,0,Mar-96,670,674,1,NA,65,6,1,12850,70%,13,16-Jan,821.15,16-Mar,16-Feb,48,0,114370,4,19061,76,0,0,2,17,NA,0,3,4,6,NA,0,0,2,33.3,1,0
65915940,35000,35000,34925, 60 months,19.99%,927.1,general manager,10+ years,OWN,106000,Verified,15-Dec,Current,small_business,481xx,MI,39.73,0,4-Aug,695,699,1,27,NA,12,0,27327,81.30%,30,16-Feb,927.1,16-Mar,16-Feb,27,0,49025,3,4085,95.1,0,0,0,6,NA,6,4,15,6,0,0,0,2,100,0,0
66085950,7550,7550,7550, 36 months,19.99%,280.55,Flight Attendant ,< 1 year,RENT,21000,Verified,15-Dec,Current,small_business,200xx,DC,9.09,0,7-Oct,715,719,1,NA,NA,6,0,6147,43%,6,16-Feb,280.55,16-Mar,16-Feb,NA,0,6147,5,1025,54.8,0,0,0,6,NA,6,2,4,0,0,0,0,2,25,0,0
66096000,20000,20000,20000, 60 months,16.99%,496.95,Owner,2 years,MORTGAGE,112000,Source Verified,15-Dec,Current,small_business,799xx,TX,9.23,2,Dec-94,660,664,4,23,NA,10,0,5821,43.80%,41,16-Feb,496.95,16-Mar,16-Feb,23,0,20658,6,2066,78.9,0,0,4,160,NA,0,2,9,18,0,0,2,2,50,0,0
66035498,11900,11900,11900, 60 months,18.49%,305.37,President,3 years,RENT,36000,Verified,15-Dec,Current,small_business,151xx,PA,37,0,Jan-87,660,664,3,59,57,4,1,7623,46.20%,17,16-Feb,305.37,16-Mar,16-Feb,59,0,60692,2,15173,46.2,0,0,1,26,NA,3,2,7,4,0,0,0,1,0,1,0
65975965,10000,10000,10000, 36 months,12.59%,334.97,owner,4 years,RENT,45000,Not Verified,15-Dec,Current,small_business,275xx,NC,17.12,0,4-Sep,685,689,0,45,NA,9,0,9977,57.70%,18,16-Feb,334.97,16-Mar,16-Feb,NA,0,23238,5,2905,64.7,0,0,2,20,NA,12,2,7,4,0,0,0,3,20,0,0
66085892,32000,32000,32000, 36 months,16.99%,1140.73,owner/operator,10+ years,OWN,89000,Not Verified,15-Dec,Current,small_business,335xx,FL,30.8,0,3-Nov,660,664,2,NA,NA,30,0,44359,49%,42,16-Feb,1140.73,16-Mar,16-Feb,61,0,46102,11,1536,57,0,0,0,6,NA,0,16,23,3,NA,0,0,4,31.3,0,0
66025678,8875,8875,8875, 36 months,16.55%,314.44,general manager,4 years,OWN,150000,Not Verified,15-Dec,Current,small_business,117xx,NY,8.98,0,1-Aug,690,694,1,31,NA,10,0,4839,32.50%,18,16-Feb,314.44,16-Mar,16-Feb,31,0,598396,4,59840,35,0,0,3,2,77,2,3,6,7,0,0,0,2,0,0,0
65373482,14225,14225,14225, 36 months,18.20%,515.7,MATERIAL PLANNER,8 years,MORTGAGE,84000,Source Verified,15-Nov,Current,small_business,926xx,CA,26.68,0,3-Feb,665,669,0,48,NA,14,0,18234,62.90%,21,16-Feb,515.7,16-Mar,16-Feb,48,0,133645,7,9546,75.5,0,0,5,8,NA,8,9,9,5,0,0,0,3,66.7,0,0
65776921,10000,10000,10000, 36 months,15.41%,348.67,Graduate Student Instructor,4 years,RENT,40000,Source Verified,15-Dec,Late (31-120 days),small_business,481xx,MI,10.41,3,4-Jun,660,664,0,5,NA,20,0,2174,23.90%,27,16-Jan,348.67,16-Mar,16-Feb,27,0,151190,4,7560,23.9,0,0,0,64,5,12,2,7,20,0,0,0,2,25,0,0
65955528,16600,16600,16600, 36 months,18.20%,601.8,MANAGER,7 years,RENT,100000,Verified,15-Dec,Current,small_business,113xx,NY,3.73,0,Mar-98,690,694,0,NA,NA,13,0,6252,54.80%,15,16-Feb,601.8,16-Mar,16-Feb,NA,0,6252,8,481,75,0,0,0,12,NA,10,8,8,1,0,0,0,2,62.5,0,0
65935341,12300,12300,12300, 36 months,19.99%,457.05,HR Associaet,10+ years,RENT,41000,Verified,15-Dec,Current,small_business,209xx,MD,23.16,0,5-May,735,739,2,38,NA,8,0,137,1.90%,18,16-Feb,457.05,16-Mar,16-Feb,38,0,19860,5,2483,2.7,0,0,0,11,46,0,3,11,4,0,0,0,4,0,0,0
66044136,10000,10000,10000, 60 months,19.99%,264.89,Research Remediation Assc.,3 years,OWN,40000,Source Verified,15-Dec,Current,small_business,352xx,AL,20.13,0,10-Nov,680,684,0,NA,64,6,1,1588,52.90%,7,16-Feb,264.89,16-Apr,16-Feb,NA,0,16522,4,3304,52.9,0,0,0,59,NA,6,2,2,4,0,0,0,1,0,1,0
65865342,14300,14300,14300, 36 months,13.67%,486.46,Principal,4 years,MORTGAGE,67000,Verified,15-Dec,Current,small_business,373xx,TN,15.92,0,May-98,675,679,1,36,NA,11,0,37959,43%,22,16-Feb,486.46,16-Mar,16-Feb,NA,0,295612,4,26874,43,0,0,4,4,NA,0,6,9,7,0,0,0,3,37.5,0,0
65925452,27875,27875,27875, 36 months,11.99%,925.72,President,10+ years,MORTGAGE,111528,Verified,15-Dec,Current,small_business,392xx,MS,13.61,0,Dec-98,740,744,0,29,20,14,1,13994,24.90%,27,16-Feb,925.72,16-Mar,16-Feb,NA,0,183847,5,13132,29,0,0,3,11,29,7,5,13,5,0,0,0,1,0,0,1
65975443,6750,6750,6750, 36 months,27.31%,276.7,Driver,6 years,RENT,54000,Verified,15-Dec,Current,small_business,105xx,NY,16.42,0,8-Jan,680,684,3,NA,NA,4,0,1690,73.50%,5,16-Feb,276.7,16-Apr,16-Feb,NA,0,33399,3,8350,70.5,0,0,0,2,NA,2,2,2,1,0,0,0,2,50,0,0
65935330,11550,11550,11550, 36 months,18.49%,420.41,Operations Manager,2 years,RENT,33000,Verified,15-Dec,Current,small_business,366xx,AL,34.69,0,9-Aug,675,679,0,NA,NA,11,0,8684,83%,15,16-Feb,420.41,16-Mar,16-Feb,NA,0,55019,5,5001,102,0,0,0,16,NA,9,2,2,8,NA,0,0,1,100,0,0
66085282,4075,4075,4075, 36 months,18.20%,147.74,technition,3 years,MORTGAGE,70000,Verified,15-Dec,Current,small_business,770xx,TX,7.66,0,Nov-00,670,674,0,61,NA,5,0,5508,64%,6,16-Feb,147.74,16-Mar,16-Feb,61,0,17544,4,4386,64,0,0,0,9,NA,10,3,3,1,0,0,0,3,0,0,0
66045375,9700,9700,9700, 36 months,17.57%,348.59,Stationary Engineer,10+ years,RENT,92160,Verified,15-Dec,Current,small_business,950xx,CA,10.63,1,Jul-00,670,674,1,14,62,5,1,2923,86%,11,16-Feb,348.59,16-Mar,16-Feb,14,0,16780,2,3356,88.1,0,0,0,46,NA,3,2,3,5,0,0,1,0,50,0,1
65864927,8500,8500,8500, 36 months,18.99%,311.54,Bentas,2 years,RENT,18000,Verified,15-Dec,Current,small_business,925xx,CA,2.2,2,Jan-98,695,699,2,10,NA,7,0,102,2%,20,16-Feb,311.54,16-Mar,16-Feb,76,0,102,5,17,2.2,0,0,0,11,NA,2,2,8,3,0,0,0,2,0,0,0
65905153,8000,8000,8000, 36 months,17.57%,287.5,Owner,1 year,MORTGAGE,70000,Source Verified,15-Dec,Current,small_business,601xx,IL,9.79,0,Jul-93,665,669,1,60,60,9,1,9558,48%,36,16-Feb,287.5,16-Mar,16-Feb,NA,0,26075,5,3259,59.1,0,0,3,3,60,2,1,13,3,0,0,0,3,66.7,1,0
65777145,17925,17925,17925, 60 months,25.99%,536.58,Registered Nurse,1 year,RENT,100000,Source Verified,15-Dec,Current,small_business,770xx,TX,14.64,0,4-Feb,700,704,0,43,NA,26,0,6360,44.20%,52,16-Feb,536.58,16-Mar,16-Feb,43,0,112743,9,4510,47.1,0,0,0,1,NA,9,2,6,42,0,0,0,2,50,0,0
66045214,8000,8000,8000, 36 months,13.67%,272.15,owner,10+ years,RENT,63000,Source Verified,15-Dec,Current,small_business,226xx,VA,15.26,0,Jul-95,665,669,0,NA,54,8,1,10070,52.20%,28,16-Feb,272.15,16-Mar,16-Feb,NA,0,29832,4,4972,52.2,0,0,1,21,NA,8,3,6,16,0,0,0,2,0,1,0
65895040,16000,16000,16000, 36 months,13.18%,540.5,manger,3 years,RENT,45000,Verified,15-Dec,Current,small_business,606xx,IL,22.35,1,8-Apr,670,674,2,12,NA,13,0,18050,62.70%,19,16-Feb,540.5,16-Mar,16-Feb,12,0,23907,2,1839,64.5,1,0,0,31,NA,2,7,15,1,0,0,1,0,45.5,0,0
66074250,8025,8025,8025, 36 months,16.55%,284.32,Truck Driver,2 years,RENT,70000,Source Verified,15-Dec,Current,small_business,023xx,MA,11.38,0,6-Jun,680,684,0,33,NA,6,0,2554,57%,14,16-Feb,284.32,16-Mar,16-Feb,NA,0,28372,4,7093,73,0,0,0,16,NA,7,1,2,9,NA,0,0,1,0,0,0
65954932,30000,30000,30000, 36 months,7.26%,929.89,Owner,10+ years,MORTGAGE,300000,Source Verified,15-Dec,Current,small_business,117xx,NY,10.46,0,Sep-83,745,749,0,NA,NA,26,0,88560,27.70%,37,16-Feb,929.89,16-Mar,16-Feb,NA,0,989011,2,38039,28.2,0,0,6,42,NA,1,15,22,1,0,0,0,1,0,0,0
65975002,24000,24000,24000, 36 months,14.48%,825.87,Owner,3 years,RENT,60000,Not Verified,15-Dec,Current,small_business,921xx,CA,4.62,0,1-Aug,780,784,0,NA,NA,7,0,0,0%,22,16-Feb,825.87,16-Apr,16-Feb,NA,0,14049,0,2007,0,0,0,0,51,NA,NA,0,2,15,0,0,0,0,0,0,0
65934936,6500,6500,6500, 36 months,14.48%,223.68,Business Development,2 years,RENT,70000,Source Verified,15-Dec,Current,small_business,630xx,MO,18.21,0,4-Sep,690,694,1,NA,NA,12,0,30721,78.40%,39,16-Feb,223.68,16-Mar,16-Feb,NA,0,81357,2,6780,78.4,0,0,0,3,NA,3,2,4,35,0,0,0,2,33.3,0,0
65934802,20000,20000,19975, 60 months,21.99%,552.27,Director of SEC Reporting,7 years,OWN,136367,Source Verified,15-Nov,Current,small_business,770xx,TX,22.51,0,Nov-97,660,664,3,25,NA,20,0,46300,79.60%,27,16-Feb,576.47,16-Apr,16-Feb,NA,0,492804,7,25937,81.2,0,0,1,3,25,2,12,12,6,0,0,0,7,41.7,0,0
66024728,1500,1500,1500, 36 months,11.22%,49.27,Solutions Development Architect,10+ years,MORTGAGE,147376,Verified,15-Dec,Current,small_business,275xx,NC,19.94,0,Aug-96,710,714,0,NA,NA,10,0,81378,84.50%,20,16-Feb,49.27,16-Apr,16-Feb,NA,0,363405,4,36341,100.9,0,0,5,80,NA,14,3,3,9,0,0,0,2,100,0,0
66064634,4000,4000,4000, 36 months,12.59%,133.99,,n/a,RENT,46000,Source Verified,15-Dec,Current,small_business,953xx,CA,13.12,0,Jun-96,690,694,0,52,NA,5,0,3917,49.60%,20,16-Feb,133.99,16-Mar,16-Feb,52,0,13201,3,2640,58.6,0,0,4,39,57,17,1,6,5,0,0,0,1,0,0,0
66074613,17975,17975,17975, 36 months,17.57%,645.97,Owner,3 years,MORTGAGE,106000,Verified,15-Dec,Current,small_business,440xx,OH,7.83,0,Jun-95,665,669,2,47,62,8,2,2240,32.50%,17,16-Feb,743,16-Mar,16-Feb,70,0,213484,6,30498,84.8,0,0,3,5,NA,2,1,2,5,0,0,0,2,100,2,0
65974585,8800,8800,8800, 36 months,17.86%,317.53,Business Account Support Specialist,7 years,OWN,47000,Source Verified,15-Dec,Current,small_business,300xx,GA,16.75,0,6-Jun,680,684,1,NA,81,13,1,4700,38%,28,16-Feb,318,16-Mar,16-Feb,48,0,21104,11,1623,56,0,0,0,3,NA,6,5,10,12,NA,0,0,6,20,1,0
65904465,16450,16450,16450, 36 months,15.41%,573.56,Director,6 years,RENT,50000,Verified,15-Dec,Current,small_business,919xx,CA,15.53,0,6-Aug,770,774,0,NA,NA,4,0,833,20.80%,6,16-Feb,573.56,16-Mar,16-Feb,NA,0,6916,2,1729,20.8,0,0,0,20,NA,1,3,5,1,0,0,0,0,0,0,0
66034420,1000,1000,1000, 36 months,11.22%,32.85,Senior Project Manager,3 years,RENT,64000,Source Verified,15-Dec,Fully Paid,small_business,481xx,MI,12.99,0,8-Aug,770,774,0,NA,NA,7,0,166,1.60%,18,16-Feb,990.09,,16-Feb,NA,0,48357,4,6908,5.8,0,0,0,11,NA,11,1,2,12,0,0,0,3,0,0,0
65736739,18000,18000,18000, 60 months,15.41%,432.11,President,10+ years,OWN,58000,Verified,15-Dec,Current,small_business,620xx,IL,10.66,2,Sep-99,675,679,0,14,NA,8,0,18989,54.70%,17,16-Feb,432.11,16-Mar,16-Feb,14,0,18989,2,2374,61.8,0,0,0,24,NA,9,4,9,2,0,0,1,0,25,0,0
65854215,20000,20000,20000, 60 months,13.67%,461.96,Pharmacist,4 years,RENT,120000,Not Verified,15-Dec,Current,small_business,199xx,DE,12.76,1,1-Jul,715,719,2,11,NA,8,0,30960,62.80%,20,16-Feb,461.96,16-Mar,16-Feb,NA,0,512763,1,73252,77.4,0,0,3,95,NA,0,2,5,6,0,0,0,0,50,0,0
65914286,8150,8150,8150, 36 months,17.57%,292.89,owner,< 1 year,OWN,24000,Verified,15-Dec,Current,small_business,270xx,NC,17.05,2,1-Nov,665,669,0,10,NA,5,0,7169,66.40%,18,16-Feb,292.89,16-Mar,16-Feb,13,0,9744,5,1949,53.4,0,0,0,14,NA,14,2,3,13,0,0,1,2,33.3,0,0
65854162,10000,10000,10000, 36 months,11.99%,332.1,owner ,8 years,MORTGAGE,62000,Source Verified,15-Dec,Fully Paid,small_business,983xx,WA,12.58,0,4-Dec,695,699,0,73,NA,8,0,4858,47.20%,15,16-Jan,10138.96,,16-Jan,NA,0,170729,4,21341,58.1,0,0,1,6,73,8,3,5,7,0,0,0,2,33.3,0,0
66104282,10000,10000,10000, 36 months,12.59%,334.97,Bus Operator,7 years,OWN,70000,Not Verified,15-Nov,Fully Paid,small_business,968xx,HI,8.4,0,6-Mar,710,714,1,63,96,11,1,9590,41.70%,20,15-Dec,10014.87,,16-Feb,NA,0,34816,6,3482,12.5,0,0,0,2,NA,2,2,9,9,0,0,0,3,0,1,0
65954272,13425,13425,13425, 36 months,17.86%,484.41,Dealer,2 years,MORTGAGE,44700,Verified,15-Nov,Current,small_business,452xx,OH,23.06,0,Sep-89,680,684,0,33,58,9,2,64148,57.80%,19,16-Feb,484.41,16-Mar,16-Feb,61,0,150893,2,16766,72.8,0,0,3,7,61,0,3,7,3,0,0,0,2,66.7,0,0
65954166,10000,10000,10000, 36 months,14.48%,344.12,OWNER,5 years,RENT,44000,Source Verified,15-Dec,Current,small_business,913xx,CA,12.74,0,4-Aug,675,679,1,NA,NA,7,0,8759,73%,11,16-Feb,344.12,16-Mar,16-Feb,NA,0,12504,4,1786,73,0,0,0,5,NA,6,6,7,3,0,0,0,2,50,0,0
65964221,10000,10000,10000, 36 months,14.48%,344.12,Owner/Member,1 year,MORTGAGE,30000,Not Verified,15-Dec,Current,small_business,816xx,CO,1,0,Dec-00,790,794,0,NA,NA,7,0,1460,12.80%,18,16-Feb,344.12,16-Mar,16-Feb,NA,0,157274,3,31455,19.5,0,0,8,179,NA,11,1,1,1,0,0,0,1,0,0,0
65964257,24000,24000,23975, 60 months,18.20%,612.06,Owner,3 years,MORTGAGE,95000,Source Verified,15-Dec,Current,small_business,648xx,MO,18.61,0,5-Dec,670,674,1,69,NA,4,0,108492,58.40%,23,16-Feb,612.06,16-Apr,16-Feb,NA,0,117250,1,29313,58.4,0,0,0,40,71,2,2,9,12,0,0,0,0,50,0,0
64979394,22400,22400,22400, 36 months,7.89%,700.8,Managing editor,2 years,MORTGAGE,79000,Not Verified,15-Nov,Current,small_business,286xx,NC,11.07,0,Oct-98,760,764,0,63,NA,7,0,1286,4.80%,28,16-Feb,700.8,16-Mar,16-Feb,63,0,170757,1,24394,4.8,0,0,5,88,63,3,2,13,4,0,0,0,0,0,0,0
65707744,7650,7650,7650, 36 months,18.49%,278.45,Realtor,4 years,OWN,80000,Not Verified,15-Dec,Current,small_business,105xx,NY,12.8,0,9-Oct,695,699,1,NA,NA,15,0,2256,23.70%,25,16-Feb,278.45,16-Mar,16-Feb,NA,0,52524,3,3502,28,0,0,0,6,NA,4,2,2,20,0,0,0,2,0,0,0
65787581,17000,17000,16750, 36 months,12.59%,569.45,Sales,< 1 year,RENT,100000,Not Verified,15-Nov,Current,small_business,216xx,MD,10.48,1,Nov-00,670,674,0,6,NA,11,0,10564,39.30%,32,16-Feb,569.45,16-Mar,16-Feb,6,0,47533,1,4753,47.2,0,0,1,37,6,14,2,7,21,0,0,1,0,0,0,0
65664411,18225,18225,18225, 36 months,13.18%,615.66,Owner,10+ years,MORTGAGE,117000,Not Verified,15-Nov,Current,small_business,299xx,SC,4.69,3,2-Jul,670,674,1,17,56,8,1,2571,38.40%,24,16-Feb,615.66,16-Mar,16-Feb,17,0,616650,1,77081,73.1,0,0,5,124,17,6,1,5,3,0,0,3,1,0,0,1
65607978,11100,11100,11100, 60 months,27.88%,344.81,,n/a,RENT,26000,Verified,15-Dec,Current,small_business,971xx,OR,35.46,2,3-Dec,670,674,0,13,73,8,1,4582,73.90%,17,16-Feb,344.81,16-Mar,16-Feb,13,0,4582,0,573,88.2,0,0,0,42,NA,NA,4,6,5,0,0,1,0,75,0,0
65804648,20025,20025,19950, 60 months,18.20%,510.69,Finance Director,10+ years,RENT,127000,Source Verified,15-Dec,Current,small_business,222xx,VA,10.04,1,2-Jul,675,679,0,16,NA,12,0,3417,19%,24,16-Feb,510.69,16-Mar,16-Feb,39,0,123330,2,10278,24.4,0,0,0,31,77,10,3,4,13,0,0,0,1,0,0,0
65754364,12900,12900,12900, 36 months,17.57%,463.59,Correction Officer,5 years,MORTGAGE,78000,Source Verified,15-Nov,Current,small_business,483xx,MI,31.96,1,Oct-00,705,709,0,1,NA,15,0,16527,26.60%,29,16-Feb,463.59,16-Mar,15-Nov,37,0,304681,3,20312,15.3,0,0,2,3,1,NA,3,8,12,0,0,0,2,25,0,0
65817344,10000,10000,10000, 36 months,14.33%,343.39,Broker associste,< 1 year,RENT,100000,Source Verified,15-Dec,Current,small_business,328xx,FL,5.92,0,Sep-99,725,729,0,81,NA,4,0,2577,13%,32,16-Feb,343.39,16-Mar,16-Feb,NA,0,32065,3,8016,13.6,0,0,2,2,NA,7,1,8,13,0,0,0,2,0,0,0
65807052,15000,15000,15000, 36 months,13.18%,506.72,owner,4 years,RENT,100000,Not Verified,15-Nov,Current,small_business,958xx,CA,8.38,0,5-Jul,690,694,0,52,NA,4,0,7769,67.60%,10,16-Feb,506.72,16-Mar,16-Feb,NA,0,26430,1,6608,81.8,0,0,0,87,NA,NA,2,4,4,0,0,0,0,50,0,0
65707004,6000,6000,6000, 36 months,9.99%,193.58,Owner,1 year,MORTGAGE,80000,Not Verified,15-Dec,Current,small_business,970xx,OR,12.05,0,2-Mar,730,734,0,41,NA,13,0,9160,25%,27,16-Feb,193.58,16-Mar,16-Feb,41,0,169702,5,14142,28.4,0,0,3,16,NA,13,3,7,8,0,0,0,1,0,0,0
65607181,17000,17000,17000, 36 months,11.49%,560.52,Teacher,10+ years,MORTGAGE,92608,Source Verified,15-Nov,Current,small_business,217xx,MD,16.53,0,Aug-91,685,689,2,NA,71,15,1,7773,32.70%,39,16-Feb,560.52,16-Mar,16-Feb,NA,0,351541,4,31958,55.9,0,0,1,22,NA,1,4,10,12,0,0,0,0,25,1,0
65606943,7200,7200,7200, 36 months,13.67%,244.93,Store Manager,2 years,RENT,36000,Source Verified,15-Dec,Current,small_business,653xx,MO,31.61,3,4-May,700,704,2,4,NA,19,0,6092,15.20%,32,16-Feb,244.93,16-Mar,16-Feb,78,0,20130,4,1258,24.1,0,0,0,23,12,0,3,14,1,0,0,0,0,0,0,0
